content;score;review_cleaned;label
Aplikasi terpecaya bagus , transfer gratis ke semua bank. top up juga gratisss ... seabank pinjam juga bunga ringan tidak kayak aplikasi aplikasi lain bunga tinggi ada biaya admin sampai 3 s/d 5%. tapi aplikasi ini keren semoga semakin maju & membantu orang yang lagi kesusahan. catatan untuk pengelola , khusus seabank pinjam adain dong tenor 1,2,3,6 dan 12 biar makin fleksibel CS pingin ambil tenor sesuai kebutuhan.🌟🌟🌟🌟🌟;5;aplikasi terpecaya bagus transfer gratis gratis pinjam bunga ringan kayak aplikasi aplikasi bunga biaya admin aplikasi keren semoga maju membantu orang kesusahan catatan pengelola khusus pinjam adain tenor biar fleksibel pingin ambil tenor sesuai kebutuhan;positif
Aplikasi Bank Digital Recommended untuk para Pelaku Bisnis yang inginkan Kemudahan serta kenyamanan. Dengan Efisiensi Waktu yang begitu cepat..Good Job SeaBank.Semoga semua Fitur yang Sudah ada di tingkatkan dan dipertahankan..;5;aplikasi digital recommended pelaku bisnis kemudahan kenyamanan efisiensi cepat good seabanksemoga fitur tingkatkan dipertahankan;positif
Aplikasinya bagus dan mudah digunakan🥰 Jangan lupa masukkan kode referral ini ( YNUKAY ) buat dapatin bonus 10.000 nya dengan mengisi saldo sebesar 50.000 tanpa terpakai selama 3 hari ya. Buruan didownload batas bonusnya sampai bulan Oktober ini.;5;aplikasinya bagus mudah lupa masukkan kode referral ynukay dapatin bonus mengisi saldo terpakai buruan didownload batas bonusnya oktober;
asli yang bagus banget apps-nya, mudah dipakai dan gak ribet serta sangat nyaman ketika menjelajahi setiap detail menu2 yang terdapat di dalamnya, hanya saja terkadang HP di sini agak sulit dibuka pas pada saat koneksi internet lagi kurang stabil, salah satu wanita saja hal yang biasa terjadi diappsnya, selebihnya sudah sangat bagus, saran dan masukan agar tidaknya yang error tolong dibenahi lagi agar lebih maksimal lagi dalam memberikan pelayanan bagi para penggunanya, selebihnya bagus dan oke.;5;asli bagus banget appsnya mudah dipakai ribet nyaman menjelajahi detail menu dalamnya terkadang sulit dibuka koneksi internet stabil salah wanita diappsnya selebihnya bagus saran masukan tidaknya error tolong dibenahi maksimal pelayanan penggunanya selebihnya bagus;
Parah banget. Sering kendala. hari ini transfer sejak jam 6 pagi tapi belum masuk. call ke cs atas nama mbak wilda ternyata tim it nya libur. Dan suruh nunggu 1*24 jam di hari kerja. sudah email berulang tapi ngga direspon, parah banget sih katanya mba wilda emailnya antrean. kalo dari han 6-7 masih antrean artinya kan layanannya rame ya. Harusnya tambah agent. Last day jadi customer seabank. saya tarik dana saja sekian juta.;1;parah banget kendala transfer pagi masuk call nama mbak wilda libur suruh nunggu kerja email berulang ngga direspon parah banget wilda emailnya antrean antrean layanannya rame agent last customer tarik dana sekian juta;
"kendala bukan di ferivikasi wajah, gimana saya mau ferivikasi wajah. saya baru dondwlod seabank pas saya mau login ada bacaan ""aktivitas ini sedang di blockir karna terlalu banyak permintaan"". belom masuk ke akun seabank nya. dan saya sudah beberapa kali telpon castamer service tapi tetep tidak bisa juga. jadi saya harus gimana? saya sudah berkali"" hub in castamer service tetep belom bisa bisa juga";5;kendala ferivikasi wajah gimana ferivikasi wajah dondwlod bacaan aktivitas blockir karna permintaan belom masuk akun telpon castamer service tetep gimana berkali castamer service tetep belom;
sering mau login ga bisa alesan jaringan, padahal jaringanku stabil dan bagus, buka applikasi lain bisa, buka ewallet dan mbanking lancar tapi buka seabank buat login aja ga bisa, kepusat bantuan minta ke cs malah suruh login lah login aja ga bisa, aneh memang. auto uninstall.;1;alesan jaringan jaringanku stabil bagus buka applikasi buka ewallet mbanking lancar buka kepusat bantuan suruh aneh auto uninstall;
Kenapa untuk merubah nama saja,susahnya minta ampun. Kalau memang namanya tidak cocok dengan KTP,kenapa waktu mendaftarnya aman-aman saja. Tolonglah kedepannya dipermudahkan lagi. Terlalu banyak prosesnya,hingga berulang-ulang tapi jawabannya itu-itu aja. Cobalah verifikasi dengan KTP aja.kan lebih mudah;1;merubah nama susahnya ampun namanya cocok mendaftarnya amanaman tolonglah kedepannya dipermudahkan prosesnya berulangulang jawabannya ituitu cobalah verifikasi ajakan mudah;
dana tau2 hilang.. berkali2 telefon cs komplen cuman suruh menunggu.. hati2 yg menggunakan seabank dengan jumlah banyak... penipu berkedok bank gratis tf keseluruh bank.. tp akhirnya menipu.. dibikin enak aj.. kalau mau minta admin di potong diakhir bulan.. entah itu 5 ribu atau brapa, pengguna juga nyaman.. PENIPU INI APLIKASI,, AYO LOG OUT SAMA2 SAJA.. itu yg kasih bintang 5 cuman grup penipu semuanya;1;dana hilang berkali telefon komplen cuman suruh menunggu hati penipu berkedok gratis keseluruh menipu dibikin enak admin potong diakhir ribu brapa pengguna nyaman penipu aplikasi kasih bintang cuman grup penipu;negatif
terbaik Apps yang mudah dipakai dan gak ribet serta sangat nyaman dan enak banget dipakai melakukan berbagai transaksi, simpul dan sangat sederhana ketika digunakan, nggak ada buku iklan ataupun lelet, jadi sangat nyaman ketika menjelajahi setiap detik benar-benar terdapat di dalamnya, hanya saja terkadang aplikasi ini akan sulit dibuka pada saat koneksi internet lagi kurang stabil dan hanya berputar-putar saja, terasa cuman terhadap pengalaman yang terjadi di aplikasi ini,selebihnya bagus ya.;5;terbaik apps mudah dipakai ribet nyaman enak banget dipakai transaksi simpul sederhana buku iklan lelet nyaman menjelajahi detik benarbenar dalamnya terkadang aplikasi sulit dibuka koneksi internet stabil berputarputar cuman pengalaman aplikasi selebihnya bagus;positif
"""Saya sangat mengapresiasi kemudahan bertransaksi dan menabung di SeaBank. Aplikasinya cepat, aman, dan nyaman digunakan sehari-hari. Namun, saya sedikit kecewa karena hingga saat ini belum pernah sekalipun mendapatkan penawaran akses pinjaman atau PayLater — padahal sudah aktif menggunakan SeaBank cukup lama. Semoga kedepannya ada kesempatan yang lebih adil bagi pengguna setia seperti saya. Sukses selalu!""";5;mengapresiasi kemudahan bertransaksi menabung aplikasinya cepat aman nyaman seharihari kecewa penawaran akses pinjaman paylater aktif semoga kedepannya kesempatan adil pengguna setia sukses;
"SENGAJA saya kasih Bintang 5,Biar terbaca. Kenpa iya pada tanggal 1 oktber 2025 Tepatnya hari RABU, jam 09;56. Aplikasi Saya tidak bisa terbuka, Tiap LOGIN tertulis ,Jaringan Ganggua (AE-1100) Mksudnya apa? sedangkan saya,saldo mau di pake untuk Trnsfer. Tolong pihak Seabank ,secepatnya di perbaiki Aplikasihnya.";5;sengaja kasih bintang biar terbaca kenpa tanggal oktber tepatnya rabu aplikasi terbuka tertulis jaringan ganggua mksudnya saldo pake trnsfer tolong secepatnya perbaiki aplikasihnya;
"parah bgttt saldo saya ga masuk"" padahal transfer sudah berhasil dari PT tempat saya berkerja tapi dana nya belum masuk di seabank sudah menunggu lama belum saja masuk dana saya walaupun nominal nya kecil tapi bagi saya itu sangat besar,, sangat kecewa sama seabank sudah 2 kali kendala kaya gini";1;parah banget saldo masuk transfer berhasil berkerja dana masuk menunggu masuk dana nominal kecewa kendala kaya gini;
transaksi teransfer keluar masuk sering delay yg cukup menghawatirkan juga, karena dapat memakan waktu ber jam² bahkan seharian, trus di tanya cs selalu jawabannya mutasi uang belum masuk padahal sudah jelas ada bukti² transaksinya;1;transaksi teransfer masuk delay menghawatirkan memakan seharian trus jawabannya mutasi uang masuk bukti transaksinya;
Aplikasi Penipu semoga para pekerja nya gak berkah,,,saya udah beberapa hari ngajuin tentang kendala seabank saya tapi apa gak ada tanggapan apa apa katanya pas telpon cs akan diproses 3 hari kerja tapi mana sampe sekarang belom ada tanggapan didalam rekening saya ada uang buat keperluan seminggu,,, kek gak mikirin orang orang pengguna seabank tolong lah jangan kecewain pengguna nya kirim pesan via email jawaban nya gitu gitu aja sama ajah gak ada perubahan saat telpon cs juga gitu gitu ajah;1;aplikasi penipu semoga pekerja berkah ngajuin kendala tanggapan telpon diproses kerja sampe belom tanggapan didalam rekening uang keperluan seminggu mikirin orang orang pengguna tolong kecewain pengguna kirim pesan email gitu gitu ajah perubahan telpon gitu gitu ajah;negatif
setelah mendaftar gagal dan disuruh mencoba lagi beberapa waktu sampai berhari-hari lalu setelah beberapa hari saya daftar lagi ternyata sudah terdaftar tapi tidak bisa login karena kode OTP selalu telat terkirim akhirnya gagal login coba lagi setelah beberapa waktu sampai berhari-hari lagi, ini bank butuh nasabah atau cuma butuh foto KTP dan foto orang...?;1;mendaftar gagal disuruh mencoba berharihari daftar terdaftar kode telat terkirim gagal coba berharihari butuh nasabah butuh foto foto orang;
oke banget, tapi coba aja sering ada diskon buat token dan pulsa. Pasti makin ok tolong dong, pas setor tunai di Indomaret kok ada biaya adminnya sih. tolong tambahin opsi lain selain Indomaret. thanks;5;banget coba diskon token pulsa tolong setor tunai indomaret biaya adminnya tolong tambahin opsi indomaret thanks;
Alhamdulillah cukup memuaskan mengunakan aplikasi seabank ini, walupun sebelumnya saya sempat kecewa dikarenakan uang saya pernah hilang 2 kali karena akun seabank saya terhubung dengan shopeepay saya padahal saya tidak ada melakukan transaksi uang itu langsung dikirimkan/terbayarkan ke pembayaran google play saya pun gak ngerti kenapa bisa terjadi 😥,tapi yaudah la saya anggap sebagai pelajaran saja🙂. tapi sekarang Alhamdulillah Uda aman akun seabank saya gak ada kehilangan saldo lagi.;5;alhamdulillah memuaskan mengunakan aplikasi walupun kecewa uang hilang akun terhubung shopeepay transaksi uang langsung dikirimkanterbayarkan pembayaran google play ngerti yaudah anggap pelajaran alhamdulillah aman akun kehilangan saldo;positif
bisa buat nyimpan uang transaksi apapun gratis mantap cuma barusan saya ajukan pinjaman terus kode otp nya ga masuk masuk saya coba berulang ulang eh malah kena blokir .. sekarang aplikasi nya ga bisa saya buka tolong min pencerahan nya saldo saya masih sekitar 2jt lebih bagaimana cara biar saya bisa buka lagi aplikasi nya;5;nyimpan uang transaksi apapun gratis mantap barusan ajukan pinjaman kode masuk masuk coba berulang ulang kena blokir aplikasi buka tolong pencerahan saldo biar buka aplikasi;
APLIKASI PERAMPOKAN masa pas login selalu suruh verifikasi ktp kaya mau buat akun baru padahal id dan password udah benar!!.. saya kecewa banget setiap login suruh verifikasi ktp tapi pas di verifikasi ada bacaan 👉🏻 NIK sudah terdaftar di SeaBank. Silakan log in ke akun kamu menggunakan no. handphone yang terdaftar. kan beg0 padahal tu akun dah terdaftar..udahlah jangan download seabankSAT mending pake aplikasi DANA ATAU OVO LEBIH REKOMENDASI JANGAN INSTAL SEABANKsat!!!;1;aplikasi perampokan suruh verifikasi kaya akun password kecewa banget suruh verifikasi verifikasi bacaan terdaftar silakan akun handphone terdaftar akun terdaftar udahlah download seabanksat mending pake aplikasi dana rekomendasi instal seabanksat;negatif
sidik jari utk login dan pembayaran ..kadang tidak aktif malah disuruh ulangi daftar sidik jari lagi ..blm konsisten aplikasinya ,malah dimintai foto wajah lagi ..padahal kan sudah , malah dimintai mulu;5;sidik jari pembayaran kadang aktif disuruh ulangi daftar sidik jari konsisten aplikasinya foto wajah mulu;
semoga saldo saya cepat di kembalikan oleh aplikasi seabank di karenakan Saya kirim uang dua kali 1 nya masuk satu lagi tidak masuk pada tgl 29:9:2025 kemarin semoga cepat di proses di karenakan kita orang susah bukan orang berduit🙏🙏🙏🙏🙏;1;semoga saldo cepat kembalikan aplikasi karenakan kirim uang masuk masuk kemarin semoga cepat proses karenakan orang susah orang berduit;negatif
dana saya ditahan tanpa alasan yang jelas, dari tanggal 14 Oktober sampai sekrng 21 Oktober tidak juga ada penyelesaian, katanya menunggu 6 hari kerja kah sudah 8 hari tatpi tidak ada kejelasan sama sekali. terlalu lambat kerja tim dalam penanganan masalah, kecewa sangat kecewa dengan seabank, aplikasi busuk;1;dana ditahan alasan tanggal oktober sekrng oktober penyelesaian menunggu kerja tatpi kejelasan lambat kerja penanganan kecewa kecewa aplikasi busuk;
tolong min kenapa sy tidak bisa masuk ke app nya? selalu ad tulisan mohon periksa kembali koneksi anda lalu kembali ke AE 1001? knpaa soalnya masuk ke app bank lain bisa?? Kenapaa selalu error;2;tolong masuk tulisan mohon periksa koneksi knpaa masuk kenapaa error;negatif
tolong dong dipermudah untuk proses login, nomor nya udah aktif tapi kode otp nya lama banget dikirim nya. minimal kalo susah pake SMS adain pake email atau kesambung ke whatsaap gitu;1;tolong dipermudah proses nomor aktif kode banget dikirim minimal susah pake adain pake email kesambung whatsaap gitu;negatif
ini gimana sih akun saya di blokir sementara, saya butuh dari kemaren disuruh nunggu 24 jam ada cara lain yaitu menelpon cs.nya tapi setiap di tlp sibuk mulu gimana kelanjutannya ini saya gabisa nunggu lama mohon pertanggung jawabannya dan penjelasan yang jelas kalo memang bisa ya bantu kalo gabisa ngomong aja gabisa kecuali tetep nunggu biar jelas gituh...;3;gimana akun blokir butuh kemaren disuruh nunggu menelpon csnya sibuk mulu gimana kelanjutannya nunggu mohon pertanggung jawabannya penjelasan bantu ngomong kecuali tetep nunggu biar gituh;negatif
akun kami taidak bisa dibuka dengan alasan di amankan sudah telpon CS nya tapi tidak ada penyelesaian. jadi nyesal buka rekening di seabank. untuk yang mau pake seabank pikir pikir dulu lah ya jawabanya suruh verifikasi wajah. tapi verifikasi wajah saja kami tidak karena mulai nya tidak bisa di tekan. perlu dilaporkan ke ojk kek nya ya karena dari email dari CS nya sama sekali tidak ada penyelesaian;1;akun taidak dibuka alasan amankan telpon penyelesaian nyesal buka rekening pake pikir pikir jawabanya suruh verifikasi wajah verifikasi wajah tekan dilaporkan email penyelesaian;
saya agak sedikit kecewa,Sudah 3 Tahun lebih pake Seabank Tapi Belum Muncul fitur pinjaman nya,tapi Lihat orang2 yang baru daftar bbrapa bulan udah dapat fitur pinjaman nya.;5;kecewa pake muncul fitur pinjaman lihat orang daftar bbrapa fitur pinjaman;
untuk beberapa bulan ini saya menggunakan seabank ini amanah dan cepat dalam metode pembayaran atau pun dalam transaksi, penerimaan cuma tolong buat admin seabank fitur pinjaman nya di apk saya di adakan, trimakasih 🙏🏻;5;amanah cepat metode pembayaran transaksi penerimaan tolong admin fitur pinjaman adakan trimakasih;positif
udah ajukan pinjaman berkali-kali selalu lolos eh pas pengajuan di bulan september dan oktober malah tidak lolos padahal selalu bayar sebelum tgl jatuh tempo dan tidak ada tunggakan dipinjaman lain;1;ajukan pinjaman berkalikali lolos pengajuan september oktober lolos bayar jatuh tempo tunggakan dipinjaman;
aq sudah lumayan lama menggunakan seabank...segala transaksi terbantu,baru ini sy menggunakan bank yg tidak merugikan nasabah,tabungan bertambah pendapatan sesuai bunga yg di berikan, tidak ada potong2an admin tiap bulan,dan tidak di kenakan biaya buat tf kmn pun,trimakasih seabank saya telah banyak terbantu selama sy menggunakan aplikasi ini segala kegiatan yg menggunakan pembayaran seabank lah yg utama sy gunakan untuk transaksi...sukses selalu dan semoga selalu amanah aamiin🤲🤲🤲;5;lumayan transaksi terbantu merugikan nasabah tabungan bertambah pendapatan sesuai bunga potongan admin kenakan biaya trimakasih terbantu aplikasi kegiatan pembayaran utama transaksi sukses semoga amanah aamiin;positif
Salah kirim uang ko gabisa diambil lagi beda bgt Ama apk biru KLO di apk biru bisa dibawa lagi lah ini slh nomer doang terus yg Nerima udah ga aktif wa sama ditelpon biasa ga aktif juga ,tolong dong benerin sisitem nya tadinya mau nabung ehh malah dibikin ribet cih;1;salah kirim uang diambil beda banget biru biru dibawa nomer doang nerima aktif ditelpon aktif tolong benerin sisitem nabung dibikin ribet;
asli berguna banget interval dan sangat membantu, mudah dipakai dan nggak ribet serta nyaris tanpa iklan dan nggak lemot, jadi sangat nyaman ketika dipakai.;5;asli berguna banget interval membantu mudah dipakai ribet iklan lemot nyaman dipakai;positif
Susah Login... Verifikasi OTP lewat SMS lama tak kunjung datang SMS OTP nya, pdhal sinyal kartu aman..sdh restart hp jg ttep tdk ada SMS OTP yg dikirim;2;susah verifikasi kunjung pdhal sinyal kartu aman restart ttep dikirim;negatif
saya udh pernah verifikasi ktp udh terverifikasi terus apk saya hapus terus udh beberapa minggu instal lagi pas mau login nmr telpon yg tertera di seabank gak muncul kode otp nya padahal nmr telpon udh verifikasi ke seabank di coba lagi login hari berikutnya tetap gak mau muncul kode otp nya dan gak pernah muncul kode otpnya;2;verifikasi terverifikasi hapus minggu instal telpon tertera muncul kode telpon verifikasi coba muncul kode muncul kode otpnya;
sudah daftar sea bank, tp pas login selalu minta registrasi KTP, padahal sudah pernah daftar pake nomor yg sama, tinggal login aja, tp selalu minta registrasi KTP dan keterangan nya nomor sudah terdaftar... ya jelaslah terdaftar kan sudah pernah daftar... jd duit aku ga bisa di ambil 300rb di sea bank pencuri;1;daftar registrasi daftar pake nomor tinggal registrasi keterangan nomor terdaftar terdaftar daftar duit ambil pencuri;
sementara saya kasih bintang 2 dulu,, karna masalah saya blm terselesaikan, akun saya ter blokir, untuk telpon cs saya sudah menghabiskan 150rb pulsa tp blm bisa terselesaikan malah d suruh 3hri kerja,, saya lelah, kecewa;2;kasih bintang karna terselesaikan akun blokir telpon menghabiskan pulsa terselesaikan suruh kerja lelah kecewa;
kendala saya terselesaikan, Alhamdulillah akun saya bisa kembali log in. tp untuk keamanan saldo saya pindah kan dahulu, dengar berita diluar seabank sedang rawan, jika semua sudah baik baik saja. saya akan kembali menggunakan seabank. selama ini oke oke saja sangat memudahkan. terima kasih.. jaga terus kepercayaan pengguna seabank dan nasabah.;5;kendala terselesaikan alhamdulillah akun keamanan saldo pindah dengar berita diluar rawan memudahkan terima kasih jaga kepercayaan pengguna nasabah;netral
tolong lindungi semua dan hadiah promo,poin,voucer harus tepat sasaran dari pelaku curang menggunakan data orang lain, dan bagi pelaku tersebut benar benar curang harap kiranya dapat di shark ke publik.;5;tolong lindungi hadiah promo poin voucer sasaran pelaku curang data orang pelaku curang harap shark publik;
terimakasih kak susah bisa transfer ke shopee yg baru tapi Masih ada kendala saat hendak menghubungkan ke shopee yg baru tidak bisa .harus melepas tautan shopee sebelumnya masalahnya shopee yg lama sudah hilang lalu bagaimana cara melepasnya agar bisa terhubung dgn shopee yg baru tolong dipermudah kak tanpa harus melepas tautan shopee sebelumnya;3;terimakasih susah transfer shopee kendala menghubungkan shopee melepas tautan shopee shopee hilang melepasnya terhubung shopee tolong dipermudah melepas tautan shopee;netral
Hebat sekali aplikasi seabank ini bisa menyimpan uang no limit transaksi bisa melakukan pembatalan deposito juga. Yang terpenting ini aplikasi yang paling the best yaitu TIDAK ADA BIAYA ADMIN. dan bisa diakses siapa saja tidak ada batas umur;5;hebat aplikasi menyimpan uang limit transaksi pembatalan deposito terpenting aplikasi best biaya admin diakses batas umur;positif
dari fitur sama UI nya sederhana dan mudah banget untuk dipahami, proses transaksi cepet ga ada delay sama sekali, sumpah dan ga nyangka, top up dana free ga ada biaya administrasi sama sekali, sukak banget deh sama seabank;5;fitur sederhana mudah banget dipahami proses transaksi cepet delay sumpah nyangka dana free biaya administrasi sukak banget;positif
Dulu Sempat Install Trus hapus, karena ragu, sekarang install lagi tapi kalau terjadi error harus kemana komplainnya? kantor Fisiknya aja saya ga tau, jadi ragu lagi,, pakai atau gak ya...;5;install trus hapus ragu install error kemana komplainnya kantor fisiknya ragu pakai;netral
gangguan koneksi terus,padahal jaringan bagus,gabisa buka buku rekening. team it nya jelek mungkin ya?wkwkwk;1;gangguan koneksi jaringan bagus buka buku rekening team jelek wkwkwk;
Aplikasi sangat bagus dan sangat membantu,,transaksi cepat tdk lemmot. dan tanpa iklan.Tingkatkan terus..;5;aplikasi bagus membantu transaksi cepat lemmot iklantingkatkan;positif
Sangat ringan dan mudah digunakan, Tidak perlu menunggu lama ketika saya mau melakukan pembayaran melalui Qris Dan Transfer Kesana Kesini. Terima Kasih Seabank sudah memudahkan kegiatan sehari hari;5;ringan mudah menunggu pembayaran qris transfer kesana kesini terima kasih memudahkan kegiatan sehari;positif
Tiba-tiba tidak bisa dibuka / terblokir padahal mereka bisa cek sendiri mutasi rekeningnya tidak ada yang aneh. Mana buka blokirnya ribet lagi. Padahal duitnya didalam buat bayar sekolah. Sangat tidak ramah!;2;tibatiba dibuka terblokir mutasi rekeningnya aneh buka blokirnya ribet duitnya didalam bayar sekolah ramah;negatif
kode otp ga masuk2 lapor cs ga ada kendala 4 kali coba otp ga masuk2 semua perintah udah dikerjain jadi ga selesai case nya sampai skrg wowwww,percuma hubungi kesitu tetep jawaban dari sisi seabank.ga ada kendala,terus knp otp ga masuk2?,;1;kode masuk lapor kendala coba masuk perintah dikerjain selesai case skrg hubungi kesitu tetep sisi seabankga kendala masuk;
saya jadi mudah untuk bertransaksi,top banget seabank memudahkan customer jadi gak bikin ribet harus keluar , terimakasih seabank sukses selalu ,berikan rasa aman,nyaman selalu kepada customer ya;5;mudah bertransaksi banget memudahkan customer bikin ribet terimakasih sukses aman nyaman customer;positif
apkya kek ajing mempersulit login padahal udah lengkap semuanya pasword masih ingat sama nomor masih aktif tapi kek ajg, malah di persulit login padahala saldo saya ada di dalam loh kecewa😥;1;apkya ajing mempersulit lengkap pasword nomor aktif persulit padahala saldo kecewa;negatif
kenapa aplikasi seabank saya bermasalah tidak bisa masuk padahal setengah jam sebelumnya masih bisa pas mau buka lg gk bisa saldo saya masih ada gk bener aplikasi ini;1;aplikasi bermasalah masuk buka saldo aplikasi;
Bagus cuman,pertama gratis kesininya pake admin5rb isi saldonyatuh, Sekarang sering banget gangguan gak bisa masuk aplikasi seabank;4;bagus cuman gratis kesininya pake adminrb saldonyatuh banget gangguan masuk aplikasi;netral
aplikasi ini sangatlah bangus untuk menabung apalagi buat anak remaja yang ingin menabung dan juga bisa transfer ke mana aja;5;aplikasi bangus menabung anak remaja menabung transfer;positif
untuk bunga tabungan nya nyata.. apalagi bunga deposit walau blm nyoba deposit tapi bunga tabungan aja udh nyata apalagi bunga deposit.. hanya saja fitur seabank pinjam blm muncul .. lebih membantu lagi klo sudah muncul;5;bunga tabungan nyata bunga deposit nyoba deposit bunga tabungan nyata bunga deposit fitur pinjam muncul membantu muncul;
penggunaan aplikasi sangat mudah, tapi tidak seperti Neo bank baru daftar sudah nampak fitur pinjaman🤗🤗😅😅;5;penggunaan aplikasi mudah daftar nampak fitur pinjaman;
1000 x coba, semua nggak ada otp. mungkin seabank nggak punya pulsa. Susah daftarnya. OTP NGGAK DIKIRIM;1;coba pulsa susah daftarnya dikirim;negatif
sangat rekomend banget menabung di bank ini karna dapat bunga harian,gak ada potongan bulanan ,yang ada saldo malah bertambah🤩;5;rekomend banget menabung karna bunga harian potongan bulanan saldo bertambah;positif
Aplikasi seabank ini sangat rekomendasi banget buat orang yg lagi membutuhkan. Sangat paham kebutuhan masyarakat! Mantap seabank;5;aplikasi rekomendasi banget orang membutuhkan paham kebutuhan masyarakat mantap;positif
tolonggg akunku gabisa buka rekening padahal udah daftar masih ada saldonnya 1jt300 tapi gabisa dibuka gimana inii saya mau melakukan transaksi;1;tolong akunku buka rekening daftar saldonnya dibuka gimana inii transaksi;
mantap sob semoga bermanfaat buat kita bersama untuk mendapatkan hasil maksimal gunakan sebagai referensi yang sangat membantu dalam proses pembelajaran berlangsung di bantu oleh karena itu pasti transfer aman untuk dikonsumsi secara terus menerus..........................................................,........... .. ........................................,.......................................................................................................................................;5;mantap semoga bermanfaat hasil maksimal referensi membantu proses pembelajaran bantu transfer aman dikonsumsi menerus;
kalo bisa reating bintang 0 saya Reting bintang 0 saya tidak pernah mengalami pemblokiran di dompet digital mana pun apalagi dalam jangku waktu yang singkat saya belum 1minggu menggunakan seabank ini TPI sudah 2 kali di belokir selama 24 jam dan 24jam ini benar2 tidak jelas Saya Sangat Tidak Merekomendasikan apk Ini benar2 ribet;1;reating bintang reting bintang mengalami pemblokiran dompet digital jangku singkat minggu belokir merekomendasikan ribet;negatif
saya sudah lama pakai ini aplikasi dan sering bertransaksi tapi belum ada sampai sekarang fitur pinjaman nya, tidak bisa membantu, apa tidak terbaca riwayat transaksi yang saya lakukan selama ini, tolonglah admin;2;pakai aplikasi bertransaksi fitur pinjaman membantu terbaca riwayat transaksi lakukan tolonglah admin;
dulu seabank is the best tapi sekarang minjam aja gagal terus suruh nunggu 30hari tapi sudah nunggu 30hari selama 3bulan gagal terus entah kenapa padahal bayarnya selalu tepat waktu sebelum jatuh tempo sudah di bayar,,,mohon kebijaksanaanya;3;best minjam gagal suruh nunggu nunggu gagal bayarnya jatuh tempo bayar mohon kebijaksanaanya;netral
tiba tiba pemeliharaan sistem aplikasi tidak di umumkan dulu dan sampai kapan pemeliharaan nya pun tidak dicantumkan, cs dihubungi tidak diangkat, lagi butuh narik uang padahal;1;pemeliharaan sistem aplikasi umumkan pemeliharaan dicantumkan dihubungi diangkat butuh narik uang;
ni ngapa aplikasi gak jelas ni, login gak bisa masalah jaringan terus katanya, jaringan bapak kau jaringan, jaringan gak ada masalah yg bener lah lagi perbaikan jelas pula ini notif masalah jaringan di loginkan;1;ngapa aplikasi jaringan jaringan jaringan jaringan perbaikan notif jaringan loginkan;
udah konfirmasi lewat telepon ke cs nya cuman jawabannya sistem seabank ini dalam bentuk pengajuan jadi bisa diterima bisa tidak... padhal kalau dulu saya ajukan kalau belum di ACC langsung telvon catnya langsung cair sekarang udah gak bisa.. padahal gak pernah telat di bank manapun.. jadi kalau slalu di tolak gini terpaksa deh mau gak mau pinjam di spinjam Shopee.. padahal bagus ini bunga nya lebih rendah tapi kalau di tolak mau di apakan Uda telvon sama aja tetap harus nunggu..;3;konfirmasi telepon cuman jawabannya sistem bentuk pengajuan diterima padhal ajukan langsung telvon catnya langsung cair telat manapun slalu tolak gini terpaksa pinjam spinjam shopee bagus bunga rendah tolak apakan telvon nunggu;negatif
app nya user friendly, mudah dan tidak ribet. dan yang pasti banyak promonya baik menabung maupun buat belanja di shopee. makasih banyak ya 😊;5;user friendly mudah ribet promonya menabung belanja shopee terima kasih;positif
SeaBank terlalu sulit soal login pakek no hempon gimana ganti saja dengan id no rekening nya dan verivikasi waja dan pasword itu lebih baik login nya soalnya saya suda terdaptar ke SeaBank namun no yang saya daptar kan lupa dan juga no itu juga tidak aktif lgi jadi susah buat login costumer bantuan pun suda lewat imel kenapa tidak lewat watsap saja biar simpel nanya dengan nasabah nya yang guna kan seaBank untuk saaat ini saya kasih bintang ⭐ la soalnya blm bisa teratasih;1;sulit pakek hempon gimana ganti rekening verivikasi waja pasword suda terdaptar daptar lupa aktif susah costumer bantuan suda imel watsap biar simpel nanya nasabah kasih bintang teratasih;
Seabank sangat buruk, sudah satu tahun rekening saya diblokir dan tidak bisa dibuka sampai sekarang, sebaiknya kalau mau menyimpan uang di bank yang jelas aja seperti di bank BRI, dll.;1;buruk rekening diblokir dibuka menyimpan uang;negatif
Pelayanan cs nya aneh, untuk masalah kendala rekening terblokir mengatasi nya lama bgt, sampe harus isi pulsa 30k kendala nya blm selesai²;3;pelayanan aneh kendala rekening terblokir mengatasi banget sampe pulsa kendala selesai;negatif
puas banget dengan pelayanan dari sea bank .. transaksi lebih mudah .. dan limit penarikan atau pengeluaran bisa diatur .. top markotop pokoknya .. sukses selalu sea bank 👍👍👍;5;puas banget pelayanan transaksi mudah limit penarikan pengeluaran diatur markotop pokoknya sukses;positif
Daftar aja susah amat ,buat bikin akun baru dipersulit, padahal dah bener semuanya gak masuk ² ke daftar nya , padahal no baru sama baru mau bikin;1;daftar susah bikin akun dipersulit masuk daftar bikin;
Beli token listrik, saldo udah ke potong tp nomor token nya gak bisa di buka, tiap buka riwayat langsung keluar sendiri. Perlu di perbaiki!;1;beli token listrik saldo potong nomor token buka buka riwayat langsung perbaiki;negatif
aplikasi seabank sudah bagus, lebih bagus lagi kalau transaksi di diprint karena banyak yang minta bukti transfer dan top up E-WALLET...Moga kedepan bisa adakan nih....;5;aplikasi bagus bagus transaksi diprint bukti transfer ewallet moga kedepan adakan;
